stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding,location_type,parent_station,platform_code
2500LAA07550,lanjpjtp,"Longhouse Lane",53.831148754,-2.990809163,0,0,,
0600CR240,cheamtd,"Post Office",53.111832,-2.441737,0,0,,
090079585034,cumdwjgd,"Old Police Station",54.257765613597876,-2.707860048232589,0,0,,
2500LAA07178,langwpwg,"Brownhill Shops",53.789585809,-2.225959464,0,0,,
2500DCL2106,landatwd,"Hard Knott Rise",54.122430593,-2.759025654,0,0,,
1800SJ03651,MANJPGTA,"Firs Road",53.42355,-2.353501,0,0,,
1800NC41301,MANDTMGD,"Polefield Grove",53.5388,-2.27272,0,0,,
1800NB41141,MANDJWJD,"Copthall Lane",53.51133,-2.244485,0,0,,
25001698,lanatdgt,"Whittingham House",53.823787997,-2.660400748,0,0,,
0610VR308,CHWAPTW,"Crossroads",53.2429854,-2.6684145,0,0,,
5120AWF80596,fliapam,"Kersley Avenue",53.18867035,-3.046079029,0,0,,
1800WA35841,MANPGMPA,"Daisy Hill Rail Station",53.538513,-2.516203,0,0,,
2500IMG2283,langapag,"Perth Street",53.747245097,-2.372666681,0,0,,
2580HBK0009,blagpgt,"Highfield Road",53.739956431,-2.485399864,0,0,,
2500LAA15825,lanjtgwp,"Broadway",53.754903138,-2.363831875,0,0,,
0610CH555,CHWPWMW,"Cock O' Barton PH",53.0816106,-2.8249637,0,0,,
1800WA19561,MANPDPMW,"Draycott Street",53.59141,-2.430803,0,0,,
2800S20026B,merajwda,"South Road",53.37552,-3.03245,0,0,,
2500GCS10010,landmwgd,"Atholl Street",53.76057864,-2.716002308,0,0,,
1800NC22501,MANDPWDG,"The Lamb Inn",53.60555,-2.326019,0,0,,
5140WDB22607,wrejtjg,"Holt Road Doctors",53.049620446,-2.984154158,0,0,,
1000DBMO2579,dbsgtdwj,"Macclesfield Old Road End",53.252026,-1.937026,0,0,,
2500LAA16999,,"FFIT Myerscough College",53.851794889,-2.776677955,0,0,,
2580DAW0003,bladwdw,"Ashleigh Street",53.68338283,-2.460887016,0,0,,
1800SB39521,MANGWJGA,"Clifton Drive",53.39407,-2.239917,0,0,,
2800S52105B,mergagdg,"Tithebarn Lane",53.49636,-2.90871,0,0,,
1800SG35021,MANJGAWA,"Bowery Avenue",53.35917,-2.201721,0,0,,
2500IMG2920,langjgmg,"Bolton Street",53.697855871,-2.253986747,0,0,,
9400ZZMAAUL2,mantwdtw,"Ashton-Under-Lyne (Manchester Metrolink)",53.49033506284,-2.09806303707,0,0,940GZZMAAUL,
090002321686,cumadwaw,"Swinsty Corner",54.841767507841084,-3.2852829742300993,0,0,,
068000000264,haladpaj,"Peelhouse Lane",53.37096,-2.72338,0,0,,
2800S21045D,meramjaj,"Oxton Road",53.38523,-3.03533,0,0,,
2500LAA00488,langwgwg,"Birch Avenue",53.771053464,-2.7405627,0,0,,
2800S46157A,merdpmgt,"Mullwood Close",53.44865,-2.87675,0,0,,
2800S10007B,meradajd,"Crow Lane East",53.45559,-2.63871,0,0,,
2800S27066A,meratmtg,"Stanton Road",53.34443,-3.01079,0,0,,
1800WAH0391,,"Hough Fold Way",53.598277,-2.383957,0,0,,
090050304259,cumdtaga,"Ehen Avenue",54.54059494620115,-3.578799138211473,0,0,,
1800ED30761,MANATMWM,"Brooklands Parade",53.53757,-2.054853,0,0,,
250020114,lanatpjt,"Cross",54.12335594,-2.73593827,0,0,,
1800WF21421,MANPJMJG,"Woodside Avenue",53.52028,-2.381997,0,0,,
090050305397,cumgamjm,"Saltom Road",54.53961810989457,-3.5957030545815996,0,0,,
1800BNIN0D1,MANWADTM,"Bolton Interchange",53.57541,-2.427242,0,0,,D
1800ED08681,MANAMDTW,"Oxford Street",53.53362,-2.138702,0,0,,
2800S46052C,merdpgaj,"Rawcliffe Road",53.45473,-2.96183,0,0,,
1800EH03431,MANAWDAT,"Lyne Edge Crescent",53.4707,-2.063188,0,0,,
090050130174,cumatwmd,"Post Office",54.58048131669557,-3.574817429791068,0,0,,
2800S43001B,merdjdtd,"Roxburgh Avenue",53.37664,-2.94307,0,0,,
250015499,lanapmpa,"Ash Grove",53.922526024,-2.970663921,0,0,,
1800NE35651,MANGDMPA,"Hamilton Way",53.59004,-2.251904,0,0,,
069000023370,wrgmagw,"Stag Inn",53.369250441,-2.596657008,0,0,,
1800WK01541,MANPMPGW,"Garvin Jones Grove",53.513096,-2.550095,0,0,,
2800S52009B,merdwpaw,"Old Hall Lane",53.48336,-2.89011,0,0,,
1800EB22171,MANAGMPW,"FC United of Manchester",53.51581,-2.17957,0,0,,
2500LAA08203,lanjwagd,"Scarisbrick Arms",53.553492978,-2.958904535,0,0,,
1800EH39351,MANDGMPJ,"Hall Green Road",53.480635,-2.089702,0,0,,
2800S54065B,mergataj,"Fairways",53.49493,-3.03169,0,0,,
069000023460,wrgjapg,"Irwell Road",53.375122553,-2.590741654,0,0,,
1800SJ01341,MANJMTJG,"Davyhulme Road",53.45353,-2.316992,0,0,,
2800S31013A,merawjwd,"Broxton Avenue",53.37909,-3.17437,0,0,,
1800WFH0301,,"Newcombe Drive",53.53973,-2.42603,0,0,,
1800SJ02531,MANJPAPA,"Davyhulme Road",53.45655,-2.373428,0,0,,
2800S40113B,merdampm,"Medlock Street",53.43385,-2.97626,0,0,,
250014723,lanamwtg,"Hornby Bank",54.10854571,-2.755988168,0,0,,
0610EP1330,CHWAWDA,"Health Centre",53.2870293,-3.0543759,0,0,,
250020005,lanatjwt,"Pennine Garage",53.962217452,-2.776687498,0,0,,
1800SGH0121,,"Grenville Street",53.402885,-2.170436,0,0,,
25001911,lanatjdj,"Queensgate Depot",53.807582369,-2.233952683,0,0,,
0610VR030,CHWGPDA,"Lodge Lane",53.2714615,-2.4619904,0,0,,
1800ED08601,MANAMDTD,"Windsor Road",53.53121,-2.12218,0,0,,
2500LAA00187,langtmga,"Crow Nest",53.862217062,-2.137112685,0,0,,
2800S16009C,merajgag,"Spray Street",53.4575,-2.7478,0,0,,
2500DCL5775,landmtdt,"The Moorlands",53.727832472,-2.198679551,0,0,,
0600CO17140,CHETDPJ,"Cemetery",53.142026,-2.355788,0,0,,
2800S55001C,mergataw,"Northway",53.50105,-2.94703,0,0,,
1000DWBT4454,dbsdmjtg,"Tesco Supermarket",53.336221,-1.981249,0,0,,
1800NC33641,MANDTDTW,"Parsonage Street",53.597126,-2.28408,0,0,,
2500LA00051,langmwpa,"Roseacre Road",53.838372473,-2.879342619,0,0,,
1800WK09541,MANTGPMG,"Briar Close",53.53003,-2.550022,0,0,,
1800WK02951,MANPMWMD,"Liscard Street",53.52135,-2.50095,0,0,,
0600MA0396,CHEMWJA,"Railway Station",53.358416,-2.042557,0,0,,
2500IMG2597,langdmgt,"James Street",53.773115708,-2.344659203,0,0,,
2500DCL3221,landgwaw,"Taylor Street",53.753727044,-2.716431722,0,0,,
2500DCL5717,landmjwp,"Devon Street",53.863950084,-2.1667542,0,0,,
2800S53032A,mergajmp,"Brewery Lane",53.48619,-2.92397,0,0,,
5120AWD71394,flidpmw,"Bod Offa Drive",53.167187428,-3.102699622,0,0,,
2800S26047A,meratdtm,"Sparks Lane",53.35325,-3.09318,0,0,,
1800WA19881,MANPDTDG,"Mary Street West",53.60307,-2.554749,0,0,,
090002300368,cumadtwm,"Marron Lane",54.65151512590068,-3.4568188120015035,0,0,,
2500DCL3334,landjdjm,"Sports Centre",53.705913041,-2.642949538,0,0,,
3800C811700,stagjptj,"Lakeland Lodge",53.117578919,-2.071347524,0,0,,
69001054,72726595,"Ashkirk Village Hall",55.493888,-2.835487,0,0,,
1800SJ09841,MANJPTGP,"St John's Road",53.38277,-2.355755,0,0,,
2800S43054C,mergmjdt,"Grenbank Road",53.38535,-2.92559,0,0,,
0610CH2438,CHWDJPD,"Kings School",53.1679262,-2.9016977,0,0,,
1800WK23211,MANPWPJT,"Lawns Wood",53.564678,-2.678129,0,0,,
090033101980,cumamtpd,"Market Hall",54.89647600369524,-2.9358371758114394,0,0,,
1800WK09631,MANTGPMW,"Peter Street",53.546028,-2.682312,0,0,,
069000022850,wrgdgaw,"Clarke Avenue",53.377557573,-2.574360348,0,0,,
090033104133,cumdpmpg,"Leabank Road",54.92255190782959,-2.9524822540493583,0,0,,
1800ED16491,MANAPMDW,"The Orchards",53.58095,-2.106867,0,0,,
1000DFBL2591,dbsgawag,"Boarstones Lane",53.26024,-1.895595,0,0,,
1800NE43401,MANGDPGP,"Woodlands Way",53.53976,-2.202037,0,0,,
1800NE03121,MANDWGPM,"Cardinal Langley High School",53.56522,-2.18318,0,0,,
6280301210,64323984,"Mining Museum",55.8612047,-3.0648928,0,0,,
0600MA0476,CHEPAPD,"Sports Ground",53.351496,-2.120578,0,0,,
1800NCH2201,,"Ferngrove",53.598949,-2.271288,0,0,,
0600MA0506,CHEPDAM,"Hilton Grove",53.349619,-2.127272,0,0,,
1800NC42241,MANDTPJM,"Heywood Road",53.52893,-2.274546,0,0,,
3200YNA91124,32091124,"Low Bentham Road",54.120603,-2.523514,0,0,,
2800S46015A,merdpagm,"Gable View",53.44828,-2.93056,0,0,,
1800ED30801,MANATPAG,"Ashbrook Road",53.53787,-2.063741,0,0,,
2500LAA16399,lanpagwt,"Fleetwood Old Road",53.810121709,-2.891614194,0,0,,
090002274326,cumdtdmj,"Lambfoot",54.66111616148562,-3.296904542389751,0,0,,
2800S55029B,mergawad,"Nedens Lane",53.52316,-2.94909,0,0,,
1800NC06861,MANDPAGD,"Gigg Lane",53.58085,-2.29759,0,0,,
9400ZZBPLBH2,blpamjag,"Little Bispham (Blackpool Tramway)",53.86583665088,-3.04769737377,0,0,940GZZBPLBH,
1800NC07461,MANDPDAG,"Duckworth Arms",53.65989,-2.303528,0,0,,
1800WK37551,MANTDJDP,"East Lancs Road",53.481474,-2.500662,0,0,,
1800EB06291,MANADTGP,"Plymouth Grove",53.46064,-2.205908,0,0,,
090079363990,cumdpdtd,"Kendal Parks Road",54.31106846643443,-2.7262817073648873,0,0,,
2500B0276,lanjdjtw,"Library",53.743663701,-2.992039632,0,0,,
2800S25031A,merapmgw,"Reeds Lane",53.41686,-3.10655,0,0,,
1000DBBR3212,dbsagjpm,"Pineapple Farm",53.225991,-1.671656,0,0,,
1800SB33271,MANGWAWT,"Princess Road",53.44007,-2.243077,0,0,,
1800SJ09601,MANJPTDJ,"St Margaret's Road",53.381593,-2.36067,0,0,,
1800EB34481,MANAJDWJ,"Gardner Street",53.46853,-2.189195,0,0,,
2800S52040A,merdwtda,"Old Farm Road",53.46647,-2.87537,0,0,,
069000011190,wrgdpap,"Norris Street",53.400524592,-2.581603238,0,0,,
1800SJ00901,MANJMPMA,"Moss Road",53.4502,-2.310959,0,0,,
090074021239,cumamjga,"Methodist Church",54.78800620942352,-2.3416104767411388,0,0,,
2800S52117A,,"Kirkby Sports College",53.47451,-2.89069,0,0,,
1800EH04991,MANAWDPT,"Gray Close",53.45245,-2.01651,0,0,,
2590B1132,blpajmjp,"Watson Road",53.790105777,-3.057861505,0,0,,
250020025,lanatmdw,"Rosebery Ave",54.069267328,-2.849191421,0,0,,
2800S62011B,mergjdap,"Bridgend Drive",53.59815,-3.04287,0,0,,
2800S30008A,mergmdpa,"Quarry Road East",53.33443,-3.10875,0,0,,
2500DCL3239,landgwjg,"New Lane",53.738391586,-2.706088964,0,0,,
940GZZBPTHG,,"Thornton Gate (Blackpool Tramway)",53.8833717158,-3.03955550422,0,1,,
2800S32010B,merawpdm,"Alderley Road",53.39253,-3.17726,0,0,,
2800S27019A,meratjag,"Brackenwood Junior School",53.3497,-3.01812,0,0,,
1800WF41211,MANPMDAP,"Chester Street",53.50832,-2.341933,0,0,,
450019377,45019377,"Olive Branch",53.61058347640749,-1.906539407710218,0,0,,
2800S61067B,mergdwtj,"Curzon Road",53.64061,-2.98251,0,0,,
2800S40037D,merdadam,"Lowerson Road",53.43646,-2.93185,0,0,,
2500LA00117,langpdaj,"Freckleton Rd",53.757278999,-2.867181589,0,0,,
1800EH36201,MANDATGW,"Howarth Farm Road",53.496118,-2.126085,0,0,,
090079252656,cumdjamp,"Kentsford Road",54.17861665996043,-2.9235339249733308,0,0,,
0690WNA02901,wrgmjtg,"Grappenhall Lodge",53.366507868,-2.56358674,0,0,,
2800S47112A,merdtdmp,"Watts Lane",53.46558,-2.98197,0,0,,
2500LAA15736,lanjtdaw,"Gainsborough Avenue",53.777778501,-2.24723134,0,0,,
090002094168,cumdptgd,"Hotel",54.720415855584456,-3.3068553552203084,0,0,,
2800S14041A,meragpwj,"Gillars Lane",53.44705,-2.79166,0,0,,
2500120601,,"War Memorial, Hornby",54.111491,-2.636775,0,0,,
2500LAA07464,lanjpgdg,"Dunkirk Avenue",53.778172149,-2.727349243,0,0,,
2500LAA07364,lanjpagj,"Royal Hotel",54.108569962,-2.788613791,0,0,,
1800EB01281,MANADAWJ,"Asda",53.45696,-2.198812,0,0,,
1800EB48431,MANAJPAM,"Broadway Baths",53.52065,-2.16672,0,0,,
0610CH1075,CHWGAJM,"Henley Road",53.175704,-2.9143838,0,0,,
2800S52043D,merdwtgj,"Farrier Road",53.47962,-2.87282,0,0,,
1800SJ02631,MANJPAPM,"Valley Road",53.45498,-2.393127,0,0,,
2800S21017A,meramdtj,"Birkenhead Park Station",53.39758,-3.03879,0,0,,
069000011730,wrgamwj,"Welsby Close",53.416274557,-2.562469423,0,0,,
1800NC06681,MANDMWPT,"Selby Avenue",53.55832,-2.294255,0,0,,
1800EB32271,MANAGPWT,"Naylor Street",53.48991,-2.22091,0,0,,
2500IMG2566,langdjtg,"Syke Side Bridge",53.789230945,-2.357040592,0,0,,
1800SJ49361,MANJWATA,"Deansgate Lane",53.39704,-2.338814,0,0,,
1800NE17361,MANGADGD,"Robert Street",53.61956,-2.153482,0,0,,
25001362,lanamdag,"Old Sch House",53.685419302,-2.31167599,0,0,,
1800EH11131,MANAWTWG,"Broadway",53.46935,-2.09345,0,0,,
1800NE32671,MANGDGPG,"Broad Lane",53.59808,-2.1452,0,0,,
1800NE44241,MANGDPJM,"Ashworth Road",53.60487,-2.225349,0,0,,
1800SJ47931,MANJTPJG,"Princess Street",53.40199,-2.359203,0,0,,
2800S41060G,merdgapt,"Lance Lane",53.39811,-2.91468,0,0,,
1800NF28631,MANGMDGM,"Patricroft Bridge",53.48018,-2.358914,0,0,,
0610EP1329,CHWAWAW,"Health Centre",53.2870855,-3.0541223,0,0,,
2800S21065G,meramjwg,"Arkle Road",53.40109,-3.06025,0,0,,
1800SB01681,MANGPGMW,"Piccadilly Gardens",53.48068,-2.235358,0,0,,
090074024640,cumdtwam,"Horse and Wagon Caravan Park",54.801234219009224,-2.369270942755193,0,0,,
068000000520,halagpgj,"SEA LANE",53.33836,-2.70906,0,0,,
0600MA0606,CHEPGMW,"Stuart House",53.324594,-2.234482,0,0,,
1800NE32841,MANGDGWM,"Well i'th Lane",53.60355,-2.147938,0,0,,
2800S21095A,merampmg,"Blaydon Walk",53.38957,-3.06094,0,0,,
1800WK36601,MANTDAMA,"Edna Road",53.50697,-2.537058,0,0,,
2800S52054B,merdwtpa,"St Paul's Close",53.49552,-2.89336,0,0,,
1800NE25741,MANGATAM,"Greave Avenue",53.61714,-2.180049,0,0,,
1800WK35501,MANTATWD,"Henrietta Street",53.49921,-2.518508,0,0,,
0600CO156,CHEAPJM,"Greengate Road",53.103129,-2.286582,0,0,,
090010020483,cumajpag,"The Ferry",54.10852918163305,-3.2465685537123155,0,0,,
1800WA02651,MANJWGAP,"Mackenzie Street",53.60443,-2.442345,0,0,,
2800S55035B,mergawdt,"Church Lane",53.54386,-2.96166,0,0,,
2800S15061B,merajatg,"Kirkstone Avenue",53.4758,-2.71908,0,0,,
1800EH21181,MANDAGWM,"Ashton Sixth Form College",53.4912,-2.077507,0,0,,
2800S43003A,merdjdtp,"Ashfield Road",53.37399,-2.9346,0,0,,
2500LA00449,langpwpt,"St Annes Avenue",54.072588501,-2.831806841,0,0,,
1800SB14101,MANGTAGA,"Alan Road",53.43539,-2.220883,0,0,,
1800EB02991,MANADJPM,"Carrill Grove",53.445506,-2.191381,0,0,,
1800WA17131,MANPDAPM,"Greenmount Lane",53.579703,-2.467899,0,0,,
2500DCL3095,landgmwa,"Barnflatt Close",53.74443273,-2.647009936,0,0,,
1800WNBS0C1,MANTMPAG,"Wigan Bus Station",53.54756,-2.634102,0,0,180GWNBS,C
2590B0796,blpajata,"Woodland Grove",53.813064726,-3.029688865,0,0,,
2800S46034A,merdpdaw,"Almonds Green",53.43646,-2.91699,0,0,,
2580BLA0088,bladmwd,"Royal Close",53.736101685,-2.48732618,0,0,,
0600MA19097,cheadatj,"Railway Station",53.293328,-2.145887,0,0,,
090033372417,cumatgap,"Hadrians Camp",54.91728265680135,-2.911873565452009,0,0,,
2500DCL564,landmgja,"Uplands Drive",53.832172559,-2.264599757,0,0,,
1800EB06761,MANTGAPT,"Sheffield Street",53.47697,-2.225378,0,0,,
2800S25070A,meraptwd,"School Lane",53.404,-3.07867,0,0,,
2800S25010E,merapjmt,"Chadwick Street",53.4011,-3.11253,0,0,,
090033102612,cumapgpw,"Sunnymeade",54.8700928400118,-2.9191133278158095,0,0,,
1800SG07401,MANJATJA,"Cuddington Crescent",53.39393,-2.171194,0,0,,
1800WA13891,MANPAJMW,"Hulme Road",53.60726,-2.39182,0,0,,
1800EB17591,MANAGJMG,"Horncastle Road",53.51817,-2.185616,0,0,,
0610VR304,CHWJAJA,"Three Ways Garage",53.262895,-2.776421,0,0,,
0600CO163,CHEMDJT,"Royal Oak Inn",53.116096,-2.295722,0,0,,
2800S13125A,meragjdp,"Coalville Road",53.46738,-2.7119,0,0,,
069000022220,wrgamad,"Greenway",53.397524675,-2.558537463,0,0,,
069000013230,wrgjmtw,"British Legion",53.378967119,-2.535099311,0,0,,
090033062474,cumamjtw,"Greenhill",54.93840117823083,-2.742885952649395,0,0,,
6900799,72724762,"Manor Park",55.694926,-2.863602,0,0,,
2800S21018F,mergjwgt,"Manor Lane",53.42424,-3.03511,0,0,,
1800ED13091,MANAMWTJ,"Commercial Hotel",53.548963,-2.005109,0,0,,
180GESBS,,"Eccles Interchange",53.4829,-2.33614,0,1,,
1000DHNL1938,dbsapgpt,"Glossopdale College",53.457403,-1.97338,0,0,,
1800WK45171,MANTDPDW,"Booths Brow Road",53.49977,-2.663569,0,0,,
2800S64067A,mergjpad,"No. 69",53.55311,-3.07884,0,0,,
5120WDB21614,flijmad,"Glynne Arms",53.172593919,-3.063730587,0,0,,
2800S50029B,merdwada,"Silverbrook Road",53.39648,-2.85019,0,0,,
2590B0064,blpadgdt,"Bispham Roundabout",53.850655449,-3.041495882,0,0,,
1800NB41121,MANDJWJA,"George Street North",53.51422,-2.246703,0,0,,
2800S13112A,meragjag,"Calandine Way",53.43225,-2.685,0,0,,
2800S20018C,,"Plessington Lower School",53.35955,-3.00724,0,0,,
2500DCL3291,landjamg,"St Annes School",53.689159008,-2.717303323,0,0,,
1800SJ01881,MANJMWJG,"Praed Road",53.462547,-2.315056,0,0,,
0610EP1427,CHWPJGD,"Ledsham Park Drive",53.28162,-2.955815,0,0,,
0610EP1227,CHWJGAM,"Old Chester Road",53.2785421,-2.9372447,0,0,,
1800SG09541,MANJDGJG,"Leyland Street",53.4106,-2.16392,0,0,,
2500LA00103,langpatg,"Derwent Drive",53.752532261,-2.875955846,0,0,,
1800ED28721,MANATJWA,"Hollins Road",53.5257,-2.117498,0,0,,
2500IMG1325,landpwdw,"Methodist Church",53.777733754,-2.709010471,0,0,,
2800S16046A,mertwjdt,"Asda",53.45417,-2.7454,0,0,,
2500LAA16078,lanwjwg,"Sycamore Avenue",53.907430442,-2.78025215,0,0,,
2500DCL477,landmapa,"Interchange",53.874250383,-2.393628852,0,0,,
1800SB32371,MANGTWJM,"Ryebank Road",53.44292,-2.289814,0,0,,
2500LAA15849,lanjtjmd,"Nightingale Way",53.642666488,-2.655434057,0,0,,
2800S13132B,meragjgw,"Robins Lane",53.43592,-2.72318,0,0,,
1800EB32481,MANAGTGJ,"Holt Town Metrolink Stop",53.48281,-2.212525,0,0,,
2800S46041B,merdpdmd,"Abingdon Road",53.44756,-2.9454,0,0,,
1800SG08791,MANTGAGW,"Aldi",53.41123,-2.152294,0,0,,
9400ZZMACHO2,mantpjdm,"Chorlton (Manchester Metrolink)",53.44286361536,-2.27343342136,0,0,940GZZMACHO,
2500DCL5772,landmtdj,"Pendle House",53.888769507,-2.358025889,0,0,,
1800NF41081,MANGPDJG,"Moor Lane",53.51537,-2.269572,0,0,,
0600CO210,chepwjg,"Bus Station",53.16371,-2.211721,0,0,060GCO124,1
1800NF28401,MANGMATD,"Reformed Church",53.50348,-2.352191,0,0,,
0600MA19173,cheagjdm,"Cricket Club",53.259318,-2.31933,0,0,,
1800WA34321,MANPGJDJ,"Brancker Street",53.55016,-2.493623,0,0,,
450019512,45019512,"Upper Foot",53.726494042086635,-1.950917753862456,0,0,,
9400ZZMASTP1,mantpjat,"St Peter's Square (Manchester Metrolink)",53.47819964656,-2.24331494864,0,0,940GZZMASTP,1
2500DCL3360,landjdwd,"Little Firs Fold",53.682128125,-2.717638014,0,0,,
069000027060,wrgjgjw,"Haley Road South",53.426679424,-2.660653784,0,0,,
1800SG08681,MANJDAPW,"Great Portwood Street",53.413611,-2.155676,0,0,,
0610CH2132,CHWMGJA,"Plas Newton Lane",53.2130822,-2.8673505,0,0,,
1800WA41471,MANPGPAM,"Springfield Road",53.53925,-2.3745,0,0,,
0600MA0472,CHEPAMP,"Anglesey Drive",53.360515,-2.116591,0,0,,
2800S48058A,merdtmtg,"Rawlinson Crescent",53.3671,-2.81947,0,0,,
1800NE19861,MANGADWG,"Hillcrest Road",53.59195,-2.175817,0,0,,
2590B0095,blpadgwd,"Boundary Library",53.829493208,-3.017845562,0,0,,
2800S41063B,merdgatm,"Waldgrave Road",53.40473,-2.91324,0,0,,
1800NE09471,MANTMTGP,"Ukrainian Catholic Church",53.62058,-2.153078,0,0,,
2800S32015B,merawpgw,"West Lodge Drive",53.37679,-3.18668,0,0,,
0610CH589,CHWDMAJ,"Park & Ride",53.188645,-2.88992,0,0,,
2500IMG2561,langdjpm,"Victoria Road",53.798793902,-2.308599739,0,0,,
0600MA6170,CHEPWTP,"Graymarsh Drive",53.340018,-2.119674,0,0,,
1800SJ11341,MANJPWTA,"Chapel Lane",53.36814,-2.319137,0,0,,
2590B1004,blpajgaw,"Abercorn Place",53.780138877,-3.057716972,0,0,,
2800S46024B,merdpapw,"Richard Kelly Drive",53.44073,-2.93902,0,0,,
2590B0488,blpagjmp,"Luton Road",53.869844166,-3.033851326,0,0,,
1800NC00201,MANDMDWM,"Cherry Tree Cottages",53.5887,-2.37136,0,0,,
2580CHT0011,bladtwg,"Horden Rake",53.722869763,-2.532001263,0,0,,
1800EB22011,MANAGMGW,"Lily Lane",53.51126,-2.196322,0,0,,
1800EDH1041,,"Flake Lane",53.568589,-2.127402,0,0,,
0600CR236,CHEJWTG,"White Lion PH",53.005252,-2.491629,0,0,,
090002563239,cumagwaw,"Station Hill War Memorial",54.82973910384482,-3.1766281721371645,0,0,,
250013934,lanamgjt,"Kingsway",54.053808688,-2.885262108,0,0,,
5110WDB46590,dbgdpad,"Is Awel",53.042604517,-3.365037066,0,0,,
2800S44108B,merdmtjw,"Salerno Drive",53.41543,-2.84085,0,0,,
9400ZZMAWPK1,mantwgtp,"Wythenshawe Park (Manchester Metrolink)",53.40772843957,-2.29560617986,0,0,940GZZMAWPK,
2800S51025A,merdwdwa,"Hurst Park Drive",53.41605,-2.82676,0,0,,
2800S10037A,meradgma,"Old Wargrave Road",53.44986,-2.63164,0,0,,
1800NB15141,MANDJTDJ,"Wroxham Road",53.5281,-2.22714,0,0,,
1800EH05251,MANAWGAM,"Guide Bridge",53.47566,-2.114105,0,0,,
090050030324,cumatmjt,"Trumpet Terrace",54.512921414138006,-3.5126818899523635,0,0,,
090079363956,cumdmwjw,"Asda",54.31052160674227,-2.736431775402982,0,0,,
090074162800,cumdagdp,"St Cuthberts Church",54.635944678292574,-2.726468805872137,0,0,,
2800S29003B,merawdap,"Whitehouse Lane",53.33367,-3.07795,0,0,,
1800WK23581,MANPWTDM,"Prescott Street",53.547688,-2.640012,0,0,,
1800SG37371,MANJGMAP,"Northumberland Arms",53.40948,-2.053168,0,0,,
2500IMG1252,landpmtw,"Railway Station",54.048014925,-2.806863349,0,0,,
069000020269,wrgmamg,"Old School House Lane",53.433762982,-2.601895548,0,0,,
2590B0234,blpadpmt,"Thames Road",53.793229802,-3.049104891,0,0,,
1800SG43471,MANJMDJT,"The Old School House",53.339744,-2.16934,0,0,,
1800SG02001,MANJADTG,"Hazel Grove High School",53.36956,-2.134501,0,0,,
090050164450,cumgajgp,"Village Hall",54.25057822898611,-3.261931229827623,0,0,,
2590B0142,blpadjtp,"The Cherry Tree",53.794398787,-3.016706975,0,0,,
090033102483,cumapdgt,"Flower Street",54.888777277660196,-2.923716848294161,0,0,,
2800S52129A,,"Windermere Drive",53.49267,-2.89095,0,0,,
1800SG19101,MANJGAGP,"White Hart",53.39359,-2.218275,0,0,,
1800NF00781,MANGJDWA,"Clarendon Road",53.48829,-2.336331,0,0,,
0600CO181,chemdwt,"Kinderton Arms PH",53.177064,-2.42963,0,0,,
090079030755,cumdgmwd,"crossroads",54.238246182627094,-2.9193417086821762,0,0,,
2800S17011A,merajmgw,"Eden Avenue",53.5072,-2.79483,0,0,,
1800NE33241,MANGDJTJ,"Cook Street",53.6258,-2.143027,0,0,,
2500DCL2003,landapda,"Threefields",53.784954273,-2.741202171,0,0,,
2500DCL3332,landjdjd,"Tomlinson Road",53.698252212,-2.702644983,0,0,,
0600CR316,CHEJPMA,"64 Stock Lane",53.055809,-2.449474,0,0,,
1800WK01801,MANWAJAD,"Chiltern Drive",53.52195,-2.671005,0,0,,
2500327,lanawgdg,"Blythe Avenue",53.887635381,-3.032936299,0,0,,
1800SG06791,MANJAPDJ,"Walmer Drive",53.37288,-2.149601,0,0,,
2500DCL3337,landjdjw,"Lune Drive",53.697598952,-2.664345134,0,0,,
1800WK22971,MANPWPAG,"Douglas Drive",53.56892,-2.695606,0,0,,
068000000389,halpmawm,"Green Oaks Path",53.36889,-2.71546,0,0,,
1800NF30731,MANGMTAP,"Edward Avenue",53.48818,-2.313678,0,0,,
2800S20024A,merajwad,"Storeton Road",53.37114,-3.03936,0,0,,
2800S41207A,merdgtdm,"Queens Dock",53.39209,-2.98762,0,0,,
1800SG07171,MANJAPWP,"Dorchester Road",53.373201,-2.1417,0,0,,
2590B0198,blpadmwt,"Anchorsholme Lane Shops",53.872221278,-3.041164846,0,0,,
1800SG44721,MANJMGAW,"New Zealand Road",53.41005,-2.144286,0,0,,
0610EP1116,CHWJTAG,"Rochester Road",53.2681512,-2.8914807,0,0,,
2800S17006B,merajmdm,"Wellfield",53.49444,-2.78065,0,0,,
1800NC20221,MANDPGMJ,"Bury Town Hall",53.58982,-2.299838,0,0,,
1800WK32751,MANTAPAJ,"Exeter Road",53.53583,-2.568384,0,0,,
1800WA13841,MANPAJMD,"Tottington Road",53.605,-2.39593,0,0,,
1800WA12271,MANPADPM,"Cartmel Crescent",53.58998,-2.406269,0,0,,
1800SB15461,MANGTDWJ,"Royce Road",53.4676,-2.248225,0,0,,
2800S41119B,merdgmjt,"Liberty Street",53.39629,-2.92942,0,0,,
2800S22033G,mertwtmp,"Catherine Street",53.39048,-3.02862,0,0,,
940GZZBPLWR,,"Lowther Avenue (Blackpool Tramway)",53.84196827526,-3.05435087685,0,1,,
1800NC23051,MANDTAGT,"Halfway Garage",53.57874,-2.355829,0,0,,
2500IMG1283,landptjg,"Bus Station",54.050302642,-2.800767511,0,0,250GLANBS,20
