stop_id,stop_name,stop_lat,stop_lon,LSOA11CD,LSOA11NM,LADNM,join_method,nearest_dist_m
090079393216,Burlington School,54.23428300807715,-3.178492015173,,,,,
2500LAA00500,Sir Tom Finney School,53.776067459,-2.654309776,E01025284,Preston 009C,Preston,within,
069000019060,Warburton Bridge Road,53.409570032,-2.46628431,,,,,
2800S13044A,Gower Street,53.44345,-2.7138,,,,,
1800EHH2331,Mossley Hollins High School,53.52001,-2.02726,,,,,
2580BBS0006,Bus Station,53.748989638,-2.480909265,E01012643,Blackburn with Darwen 006C,Blackburn with Darwen,within,
2500LAA07358,Village Hall,53.861774175,-2.822828488,E01025562,Wyre 009B,Wyre,within,
1800EH05241,Guide Bridge,53.47612,-2.113714,,,,,
450021080,Keighley RUFC,53.884202538764974,-1.927245331912274,,,,,
2800S43003H,Jericho Lane,53.37385,-2.93553,,,,,
2800S17046B,Dial House Wood,53.49605,-2.77072,,,,,
1800NE19741,Redcross Street,53.621646,-2.159734,,,,,
0600CO121,Alsager Health Centre,53.093764,-2.300377,,,,,
1800WK02971,Balcarres Avenue,53.55468,-2.620665,,,,,
1800EB34581,Gorton Post Office,53.46331,-2.171383,,,,,
1800NC42351,Longfield Centre,53.5324,-2.28471,,,,,
1800SG15201,The Barnes,53.39826,-2.226646,,,,,
090079150717,The Crown Inn,54.369159875289526,-3.07381832931359,,,,,
2590B0373,Farmer's Arms,53.78544539,-3.046588375,E01012728,Blackpool 017B,Blackpool,within,
450018973,Mellings Clough,53.709670157459875,-2.130237098679228,,,,,
1800EDH5341,Coronation Road,53.502786,-2.163884,,,,,
1000DGMC3417,Edale Crescent,53.448272,-1.983263,,,,,
069000029000,Glazebrook Lane,53.417780748,-2.453554842,,,,,
1800NF27131,Coach & Horses,53.42435,-2.438787,,,,,
2500LAA16801,Westherhill Crescent,53.822330554,-2.212798402,E01025214,Pendle 013E,Pendle,within,
1800SG15571,Newbridge Lane,53.411428,-2.153982,,,,,
1800NE49891,The Beach,53.63125,-2.102927,,,,,
2500DCL3273,Millwood Road,53.738813202,-2.682975849,E01025464,South Ribble 004D,South Ribble,within,
1800NF30931,Salford Shopping Centre,53.489343,-2.286061,,,,,
2800S44009A,Fairclough Road,53.42357,-2.85383,,,,,
090050302125,Walkmill Court,54.54183333821038,-3.5616416581317663,,,,,
1800EH14921,Old Street,53.487,-2.099186,,,,,
1800WA08171,Pimlott Road,53.59869,-2.417021,,,,,
0610CH19053,Chester Bus Interchange,53.194096,-2.888875,,,,,
1800NEH2101,Thrum Hall Lane,53.634306,-2.167676,,,,,
1800SJ41361,All Saints Church,53.369241,-2.313861,,,,,
069000014360,Sankey School,53.389575804,-2.644696708,,,,,
1800EHH1181,Springwood Way,53.504478,-2.104455,,,,,
2800S27025A,Woodford Road,53.3633,-2.99421,,,,,
2500IMG1226,Sea View,53.674381836,-2.63458245,E01024977,Chorley 004D,Chorley,within,
068000000049,Palacefields,53.32266,-2.68945,,,,,
2800S50006A,Garden Lodge Grove,53.38735,-2.84446,,,,,
1800SGH2341,Overdale Road,53.409998,-2.099785,,,,,
1800NE33211,Clayton Street,53.62804,-2.141689,,,,,
1800WA43851,Bideford Drive,53.57428,-2.375583,,,,,
1800NF27761,Shakespeare Crescent,53.48262,-2.353751,,,,,
250GCOLBS,Colne Bus Station,53.85669319,-2.166147536,E01025227,Pendle 007B,Pendle,within,
3100Y707640,Market Place,54.9704002,-2.4592016,,,,,
2800S42013B,Johnson Street,53.41119,-2.98619,,,,,
2500IMG2086,Riverside Ind Park,53.769673883,-2.40214674,E01025071,Hyndburn 003B,Hyndburn,within,
3100Z084658,High Barns Farm,54.9870488,-1.8692123,,,,,
2800S15022C,Hammill Street,53.46214,-2.75673,,,,,
2800S11030A,Queens Road,53.46899,-2.64753,,,,,
2800S10048B,Sankey Street,53.45353,-2.64472,,,,,
0610CH1068,Howe Road,53.1795867,-2.9015084,,,,,
1800SB14081,Parrs Wood Road,53.43521,-2.215554,,,,,
0610EP1152,Stamford Street,53.2809814,-2.9160003,,,,,
0610CH19054,Chester Bus Interchange,53.19426,-2.8891532,,,,,
0600MA0423,Waggon & Horses,53.29352,-2.109852,,,,,
250020013,Homfray Avenue,54.064726986,-2.835286172,E01025164,Lancaster 020D,Lancaster,within,
0600MA0318,Lanes End Cottage,53.274563,-2.157535,,,,,
1800WF39921,Park Road,53.51821,-2.403229,,,,,
0610CH19003,Vincent Drive,53.1752535,-2.9027491,,,,,
2580BLA0125,Town Hall,53.750001901,-2.483984088,E01012644,Blackburn with Darwen 006D,Blackburn with Darwen,within,
0610VR1019,Lime Avenue,53.2574152,-2.5673825,,,,,
069000014356,Kingsdale Road,53.429559545,-2.568213519,,,,,
2800S29015A,School Hill,53.32573,-3.10097,,,,,
0610VR543,Crowton Hall,53.2650725,-2.6319371,,,,,
2800S30027A,Shearman Road,53.3468,-3.09854,,,,,
090079731798,The Sun Hotel,54.39348266333312,-2.918867227834094,,,,,
2800S41018A,Brick Street,53.3965,-2.97907,,,,,
1800NE07711,Cedar Road,53.54659,-2.173954,,,,,
1800EB33401,Monsall Metrolink Stop,53.50186,-2.210253,,,,,
2800S55027B,Liverpool Road South,53.5121,-2.95004,,,,,
090033442373,The Green,54.88182610734132,-2.83363599458789,,,,,
2800S48120A,Conleach Road,53.33913,-2.84392,,,,,
2500DCL3169,Edmund Street,53.762313447,-2.689940721,E01025295,Preston 014A,Preston,within,
2500IMG2809,Whittakers Arms,53.762793705,-2.349049513,E01025052,Hyndburn 004B,Hyndburn,within,
0600MA6148,Bus Station,53.258188,-2.125021,,,,,
1800WK23361,Newark Street,53.552513,-2.65258,,,,,
2500LAA07449,Waggoners Inn,53.759112601,-2.258937298,E01024874,Burnley 011A,Burnley,within,
2500IMG598,Sports Centre,53.872599054,-3.01384271,E01025576,Wyre 011D,Wyre,within,
0600CO19015,Castle Inn PH,53.148721,-2.17533,,,,,
1800SJ11011,Mainwood Road,53.392,-2.31709,,,,,
069000012710,Bridgewater Avenue,53.387057025,-2.565286591,,,,,
2800S15040C,Ennerdale Avenue,53.47633,-2.72811,,,,,
2800S46060A,Church Avenue,53.46947,-2.95579,,,,,
2800S26030A,Thingwall Drive,53.35673,-3.09727,,,,,
0600MA000115,Tabley House,53.3020065,-2.4116945,,,,,
2800S20013A,Byrne Avenue,53.37078,-3.01532,,,,,
2580GUI0020,Thwaites close,53.736299883,-2.443244099,E01012637,Blackburn with Darwen 008B,Blackburn with Darwen,within,
090050302807,Lincoln Road,54.53364845307735,-3.568345824755911,,,,,
2500LAA00253,Station Cottages,54.139020203,-2.612646199,E01025166,Lancaster 002C,Lancaster,within,
1800WK04381,Major Street,53.535803,-2.679259,,,,,
2800S54037A,Moor Close,53.49439,-3.01518,,,,,
1800NC48091,Cuckoo Lane,53.59971,-2.266513,,,,,
1800NC42221,St Mary's Road,53.5295,-2.276707,,,,,
1800NE48251,Bird at Birtle,53.60475,-2.232255,,,,,
2800S43018B,Beverley Road,53.39321,-2.91513,,,,,
090033101987,Geltsdale Avenue,54.890752463295335,-2.893937319985597,,,,,
1800NC00011,Deal Street,53.5936,-2.278652,,,,,
2800S44003A,Thomas Lane,53.41766,-2.89403,,,,,
2500JB30,Bus Station,53.761379188,-2.696068807,E01033223,Preston 017F,Preston,within,
0610EP1173,High School,53.2651679,-2.9115391,,,,,
3200YNE04721,Lane End,54.124038,-2.422571,,,,,
1800SG05621,Yew Tree Park Road,53.35844,-2.181885,,,,,
090033104208,Peterfield Road,54.92268276997784,-2.952984641240934,,,,,
090079090822,Eggholme,54.34824437982122,-2.7549059158123343,,,,,
2800S15075A,Pine Avenue,53.46419,-2.7459,,,,,
1800WF39041,Westwood Drive,53.50629,-2.311611,,,,,
5120AWF80607,Crown and Liver,53.190129902,-3.046728207,,,,,
0610EP1190,The Boulevard,53.2767247,-2.9189686,,,,,
2800S61088A,Beach Road,53.64189,-3.01735,,,,,
1800SG06761,Valley Road,53.3738,-2.157616,,,,,
1800WA43741,Long Lane,53.57885,-2.392539,,,,,
250013768,Millfield High School,53.866465628,-3.001406871,E01025594,Wyre 012C,Wyre,within,
1800SJ02311,Trevor Road,53.44826,-2.377722,,,,,
2500LAA00228,White Hart,53.83253594,-2.336531972,E01025343,Ribble Valley 005D,Ribble Valley,within,
1800NC08801,Whitelow Road,53.64427,-2.302992,,,,,
1800EB02651,Harding Street,53.48046,-2.215738,,,,,
1800SJ17721,Woodhouse Lane,53.38347,-2.39364,,,,,
9400ZZMANEW2,Newton Heath and Moston (Manchester Metrolink),53.50423822687,-2.18348926654,,,,,
2500LAA07542,Gerrards Terrace,53.851825878,-3.001148475,E01025598,Wyre 013E,Wyre,within,
1800NC21501,Longsight Road,53.62614,-2.328476,,,,,
1000DWBW3585,Start Lane,53.330442,-1.994705,,,,,
1800SB15491,Hulme Park,53.46693,-2.25124,,,,,
1800EB01171,Travis Street,53.475037,-2.229948,,,,,
2500IMG1203,Primrose Cottage,53.846057735,-2.743786257,E01025547,Wyre 006A,Wyre,within,
2800S13155B,Stevenage Close,53.43253,-2.74442,,,,,
1800WK05961,St Aidan's School,53.52197,-2.669424,,,,,
1800WK38991,Lilac Road,53.48116,-2.603651,,,,,
1800NE25731,Greave Avenue,53.61747,-2.179914,,,,,
250020323,The Academy,53.822802107,-2.452572843,E01025319,Ribble Valley 007B,Ribble Valley,within,
450018980,Bacup Road Holden Gate,53.71151391180138,-2.158983571403941,,,,,
1800WK04651,The Mount,53.53897,-2.698329,,,,,
0600MA0597,Sandy Lane,53.331818,-2.253472,,,,,
1800SB42011,Britannia Airport Hotel,53.40749,-2.267987,,,,,
1800WA41981,Wordsworth Avenue,53.54124,-2.41326,,,,,
9400ZZMASWP1,Sale Water Park (Manchester Metrolink),53.42824324157,-2.2907671351,,,,,
2500DCL4004,Regent Park,54.062326382,-2.873357947,E01025113,Lancaster 008B,Lancaster,within,
3100Y775554,Road End,54.8930835,-2.3531266,,,,,
090033442321,Post Office,54.88798599090675,-2.788616449395947,,,,,
2800S43074B,Park Avenue,53.38006,-2.92948,,,,,
2580BLA0044,East Park Road,53.752195716,-2.490439458,E01012644,Blackburn with Darwen 006D,Blackburn with Darwen,within,
0600CR442,Wardle Avenue,53.11037,-2.582937,,,,,
940GZZMAMIL,Milnrow (Manchester Metrolink),53.60816871114,-2.11215038644,,,,,
2800S41081C,Beaumont Street,53.39752,-2.94987,,,,,
090079414932,Rawfell,54.450457744767625,-3.0721821174409367,,,,,
1800EH36521,Shrewsbury Road,53.48843,-2.149466,,,,,
2800S11039B,Billinge Road,53.49682,-2.68856,,,,,
1800REBS0A1,Rochdale Interchange,53.61692,-2.15523,,,,,
0610CH15864,Abbey Gate College,53.1501723,-2.8351745,,,,,
068000000857,Keckwick Lane,53.3441,-2.63811,,,,,
069000013137,Hanover Hotel,53.340347233,-2.569970097,,,,,
1800ED27151,Chamber Road,53.52688,-2.129147,,,,,
2800S26047B,Penrhyn Avenue,53.3543,-3.09253,,,,,
090079151207,Holling Brow,54.377401178717655,-3.039978375554354,,,,,
450023785,Monas Terrace,53.69993244519456,-2.106654202713075,,,,,
1800NE07741,Langton Street,53.54736,-2.191177,,,,,
1800SJ00221,Trafford Bar,53.46286,-2.276635,,,,,
2500DCL3434,Parliament Street,53.542237215,-2.72273873,E01025534,West Lancashire 015A,West Lancashire,within,
1800NE35681,Sutherland Road,53.58866,-2.2504,,,,,
2800S40061A,Utting Avenue,53.43969,-2.94008,,,,,
450019383,Slaithwaite Reverser,53.61648733807709,-1.894024985273236,,,,,
1800NC08761,Kenyon Street,53.64766,-2.312002,,,,,
2500DCL475,Whiteacre Lane,53.836939083,-2.402472205,E01025354,Ribble Valley 005E,Ribble Valley,within,
3100Y928643,Woodbine Terrace,54.973272,-2.113418,,,,,
090010020523,The Furness Railway,54.11573797761962,-3.2281816132050327,,,,,
1800WA25641,Withins Drive,53.58362,-2.393248,,,,,
1800MABS0K1,Manchester Airport The Station,53.3657,-2.272157,,,,,
090074573807,Kings Head,54.43403419446745,-2.4316158910429073,,,,,
0600MA19018,Ryecroft Lane,53.313722,-2.343782,,,,,
2800S13068B,Ridgewood Drive,53.43146,-2.71329,,,,,
3800C828301,Sainsburys Store,53.111230416,-2.037007593,,,,,
2580BWD0009,Eden Park,53.759716555,-2.516631507,E01012584,Blackburn with Darwen 010A,Blackburn with Darwen,within,
1800NF09691,Carolina Way,53.480018,-2.294979,,,,,
2800S46047B,Greenwich Road,53.46706,-2.94858,,,,,
1800SG19331,Bankfield Road,53.37473,-2.201946,,,,,
1800NC05691,Trade Park,53.57223,-2.29923,,,,,
2590B1513,Metropolitan Business Pk,53.802855089,-3.004657906,E01012714,Blackpool 014E,Blackpool,within,
2800S60031A,Preesall Close,53.67216,-2.97378,,,,,
5120AWF80738,Leadbrook Drive,53.238001843,-3.109853541,,,,,
1800ED28621,Keb Lane,53.514794,-2.107968,,,,,
2800S52013A,Winsham Road,53.47308,-2.88382,,,,,
2500LAA17038,Birkland Barrow Road,54.115637888,-2.733338505,E01025130,Lancaster 002A,Lancaster,within,
2500DCL2142,Lancaster Road,54.074950346,-2.801654604,E01025159,Lancaster 003D,Lancaster,within,
2500DCL3258,Ring Way,53.760881337,-2.701293782,E01033223,Preston 017F,Preston,within,
1800ED02411,Holden Fold Lane,53.563653,-2.12907,,,,,
2500114,Longsight Road,53.809651914,-2.440707413,E01025333,Ribble Valley 007C,Ribble Valley,within,
2800S43035B,Hunts Cross Avenue,53.37728,-2.85962,,,,,
1800ED07531,North Chadderton School,53.55505,-2.15401,,,,,
1800SJH1241,Moss Lane,53.409288,-2.42571,,,,,
2500DCL5671,Merton Street,53.839865946,-2.22030357,E01025230,Pendle 011D,Pendle,within,
2800S14064A,Longton Lane,53.42212,-2.7732,,,,,
2800S27058A,Brotherton Park,53.33836,-2.98306,,,,,
1800WA42981,Settle Street,53.5628,-2.428217,,,,,
090002503478,Dale Bottom,54.58671808844504,-3.094977793534422,,,,,
0610CH1260,Rose Holme,53.1685389,-2.7072271,,,,,
1800WK35621,Westleigh Primary School,53.51285,-2.529079,,,,,
1800WKH1341,The Poplars,53.47701,-2.54041,,,,,
2800S15079B,Broad Lane,53.48123,-2.7239,,,,,
1800EDH2631,Carr Lane,53.54224,-2.004806,,,,,
069000011300,Sainsburys,53.390841697,-2.582027539,,,,,
2500DCL512,Roebuck,53.704816752,-2.249938717,E01025394,Rossendale 010E,Rossendale,within,
1800NB44041,Parkmount Road,53.516018,-2.212682,,,,,
090033152707,entrance,54.86297546552555,-2.9998578883042515,,,,,
0610CHE6114,J H Godwin Primary School,53.204386,-2.934337,,,,,
1800SJ09701,Ladybrook Avenue,53.40311,-2.320271,,,,,
1800NE02831,Eric Street,53.64776,-2.101197,,,,,
1800NC21151,The Drive,53.60639,-2.29216,,,,,
2500440,Green Road,53.852447351,-2.178033519,E01025226,Pendle 007A,Pendle,within,
1800ED28641,Victoria Street,53.5123,-2.107614,,,,,
1800WF40691,Coniston Avenue,53.53407,-2.420579,,,,,
1800EH07091,Canal Street,53.47837,-2.146191,,,,,
2800S43144A,Glendevon Road,53.40419,-2.89249,,,,,
1800SJ08101,Shaftesbury Avenue,53.39645,-2.311724,,,,,
250010880,Heckenhurst Avenue,53.790293436,-2.196773997,E01024868,Burnley 009B,Burnley,within,
090010020501,The Devonshire,54.10250064776739,-3.232363188503136,,,,,
2500IMG1163,Bus Station,53.567121325,-2.882220282,E01025488,West Lancashire 007A,West Lancashire,within,
2500IMG517,Merlyn Road,53.875255779,-3.029071842,E01025601,Wyre 010C,Wyre,within,
1800WK01861,Park View,53.48317,-2.638505,,,,,
1800SG10561,Heaton Moor Road,53.4218,-2.184834,,,,,
1800ED17141,Shaw Road,53.56265,-2.11985,,,,,
1800SB14801,Hillend Road,53.41046,-2.282372,,,,,
1800WK12591,Grizedale Drive,53.544602,-2.59924,,,,,
2590B0231,Haig Road,53.80073264,-3.05093203,E01012671,Blackpool 013A,Blackpool,within,
2500DCL347,Motorway Bridge,53.783101563,-2.653326526,E01025287,Preston 009F,Preston,within,
1000DFVB3547,Crescent Drive,53.343601,-1.985827,,,,,
2800S26084A,Barnston Road,53.34406,-3.07845,,,,,
0610EP1246,Red Lion PH,53.2862456,-2.9474936,,,,,
2500IMG2689,Waidshouse Road,53.825589438,-2.212389615,E01025187,Pendle 012A,Pendle,within,
2500IMG2374,The Gamecock,53.800163009,-2.387999862,E01025061,Hyndburn 001B,Hyndburn,within,
2500LA00347,Business Village,53.76102952,-2.743799247,E01025288,Preston 010D,Preston,within,
1800NF30611,Eccles Old Road,53.490681,-2.310584,,,,,
1800WK06371,Richmond Street,53.53121,-2.643121,,,,,
2500LAA00497,Nelson Drive,53.769545178,-2.760380996,E01025268,Preston 013E,Preston,within,
2500ACC0007,Bus Station,53.753975501,-2.367387862,E01025036,Hyndburn 008B,Hyndburn,within,
1800EB33271,Clayton Hall Metrolink Stop,53.483015,-2.181621,,,,,
2500LAA17018,Broadfield Terrace,53.739386559,-2.386347872,E01025056,Hyndburn 009B,Hyndburn,within,
2800S46029C,Longmoor Close,53.46908,-2.93038,,,,,
1800WK36561,Hulme Road,53.503077,-2.534311,,,,,
1800NE20881,Newbold Street,53.61621,-2.13013,,,,,
2800S26045A,Ridgemere Road,53.34728,-3.09597,,,,,
2800S44100B,Pilch Lane East,53.40875,-2.86489,,,,,
068000000640,Weston Road,53.33232,-2.74432,,,,,
1800EH21141,Mackeson Road,53.496176,-2.077712,,,,,
090002595402,TIO Cumbria Ltd,54.64315386402589,-3.5650902304600036,,,,,
1800ED02681,Gladstone Street,53.53803,-2.093436,,,,,
0610EP1250,Tesco Express,53.2864206,-2.9378672,,,,,
0600CR200,Wistaston Green Road,53.087383,-2.467182,,,,,
250011898,County Primary School,53.70210333,-2.32444736,E01025363,Rossendale 002A,Rossendale,within,
0610VR431,War Memorial,53.3012676,-2.6671639,,,,,
250020904,Bus Station,53.653005196,-2.62822443,E01024940,Chorley 010D,Chorley,within,
0600MA0549,Peckmill Close,53.339855,-2.210897,,,,,
2800S23006A,Sandfield Road,53.43131,-3.03963,,,,,
2500LAA16924,Lowther Drive,53.700634744,-2.71693806,E01025415,South Ribble 015A,South Ribble,within,
1800NF01681,Robert Hall Street,53.47426,-2.269748,,,,,
1800NE32131,Starkey Street,53.59651,-2.22061,,,,,
1800NE25651,Primrose Street,53.62042,-2.170553,,,,,
3100Y823613,Methodist Chapel,54.946691,-2.2756922,,,,,
2800S13020B,Lancots Lane,53.43631,-2.7115,,,,,
1800NB09401,St Chad's Catholic Church,53.49274,-2.24022,,,,,
1800ED22621,Thompson Lane,53.53223,-2.145728,,,,,
1800SG43891,Catherine Street,53.38393,-2.118535,,,,,
1800WA18881,Mason Street,53.6258,-2.438486,,,,,
090079251921,Hazelwood Court,54.20239730095328,-2.89386374404653,,,,,
1800NE31681,Ullswater Drive,53.56008,-2.204247,,,,,
1800WK03721,Spencer Road,53.561276,-2.634449,,,,,
1800SB04841,Watson Street,53.475288,-2.248529,,,,,
2500LAA16859,Wesham Park Drive,53.788540964,-2.883703527,E01025013,Fylde 002F,Fylde,within,
1800WKH3371,St John Fisher High School,53.55805,-2.653189,,,,,
1800WK23541,Margaret Street,53.54967,-2.646872,,,,,
2500DCL456,Library,53.742481438,-2.397808364,E01025076,Hyndburn 007C,Hyndburn,within,
069000021180,Foxwood School,53.418073237,-2.524756988,,,,,
2800S30023A,Downham Road North,53.33792,-3.09623,,,,,
069000022035,Whitchurch Close,53.404634501,-2.556660173,,,,,
1800EH04771,Smith Street,53.44739,-2.108985,,,,,
1800BYIC0R1,Bury Interchange,53.59127,-2.29768,,,,,
1800SJ00151,Greatstone Road,53.45901,-2.29283,,,,,
090050023539,Swallowhurst crossroads,54.30697610572743,-3.381788531223469,,,,,
2500LAA16513,Carr Gate,53.885358193,-3.0467859,E01025572,Wyre 008E,Wyre,within,
0610VR17934,Moors Lane,53.175405,-2.525429,,,,,
1800NE35741,Birnam Grove,53.58831,-2.240095,,,,,
2500IMG1609,Bus Station,53.917440611,-2.142790144,E01025200,Pendle 003B,Pendle,within,
090079360967,Station approach,54.30430054127087,-2.720353462667443,,,,,
2800S44163A,Larchtree Mews,53.43568,-2.88765,,,,,
1800EH49161,Hill Street,53.479718,-2.090987,,,,,
2800S43036A,Russell Road,53.3899,-2.92223,,,,,
1800EH38911,Welch Road,53.46082,-2.062646,,,,,
2800S46043A,Parthenon Drive,53.4498,-2.93705,,,,,
1800SJ00821,Stretford Mall,53.44637,-2.31027,,,,,
2590B0098,Easington Crescent,53.832753635,-3.010144772,E01012721,Blackpool 007C,Blackpool,within,
2800S46053F,Genista Close,53.45112,-2.96327,,,,,
2800S60002B,Leicester Street,53.65183,-2.99929,,,,,
2500GCS10005,Broadway,53.769159337,-2.747417331,E01025267,Preston 013D,Preston,within,
1800ED24051,Oldham Road,53.537515,-2.024179,,,,,
1800NE32121,Starkey Street,53.59653,-2.22045,,,,,
1800SJ01411,The Furrows,53.458493,-2.323239,,,,,
068000000625,Hazel Avenue,53.33029,-2.74842,,,,,
1800NC23221,Black Lane Post Office,53.57356,-2.338503,,,,,
0610CH19071,Vicarage,53.0115405,-2.7135251,,,,,
0610VR17480,Bedford Rise,53.1797665,-2.5368054,,,,,
1800EB35201,Droylsden Road,53.4982,-2.171404,,,,,
2800S61036B,Duke Street,53.63912,-3.00518,,,,,
1800WA11461,Bradshaw Road,53.611058,-2.364105,,,,,
1800EH35661,Kershaw Lane,53.478925,-2.137048,,,,,
068000000284,Horse & Jockey,53.37259,-2.73294,,,,,
2500605,Beech Road,53.84010633,-2.880685948,E01024993,Fylde 001A,Fylde,within,
2500DCL3123,Carlton Drive,53.749598983,-2.686138278,E01025304,Preston 016E,Preston,within,
090033155334,Barras Close,54.84344521465083,-2.9846900043188156,,,,,
2590B0835,Dunmail Avenue,53.805335223,-3.024913467,E01012715,Blackpool 012C,Blackpool,within,
1800NE25381,Willows Lane,53.614317,-2.119451,,,,,
090079414625,Climbing Wall,54.42906638647931,-2.9623933048059823,,,,,
090033102436,The Courts,54.89230129609546,-2.934134467455968,,,,,
2800S42067A,Strand Street,53.4019,-2.99066,,,,,
0610EP1287,The Village Green,53.2922286,-3.0071709,,,,,
1800EHH2181,Shoecroft Avenue,53.451938,-2.118514,,,,,
0610VR402,Ashbrook Bridge,53.159795,-2.5159918,,,,,
250015050,Mylah Farm,53.91835746,-2.280324688,E01025331,Ribble Valley 001C,Ribble Valley,within,
2800S54039B,Strathmore Drive,53.48625,-3.01871,,,,,
5110AWD71446,Ysgol Brynhyfryd,53.115976628,-3.298036568,,,,,
2590B1642,Weymouth Road,53.809105335,-3.022864168,E01012712,Blackpool 012A,Blackpool,within,
2800S46017B,Scargreen Avenue,53.45357,-2.92423,,,,,
2500DCL4011,Fire Station,54.060436243,-2.85686402,E01025171,Lancaster 010B,Lancaster,within,
090010020542,Marsh Street,54.10917562774793,-3.2150010146897836,,,,,
1800SJH1081,Moss Lane,53.42002,-2.34395,,,,,
2800S44028B,Westerton Road,53.42679,-2.88646,,,,,
1800WA34561,Holden Lea,53.55959,-2.524349,,,,,
090033445162,Storey Homes,54.88771613391327,-2.869005062422642,,,,,
2800S13183A,Parbold Avenue,53.46281,-2.71345,,,,,
5120WDB21631,Ash Grove,53.210732662,-3.036523956,,,,,
2800S44103A,Blue Bell Lane,53.41659,-2.8406,,,,,
2800S26033A,Coombe Road,53.35439,-3.11146,,,,,
1800WA16431,Wood Street,53.57854,-2.426805,,,,,
090074081409,Church,54.62737961661082,-2.7938346870811985,,,,,
1800WK32161,Hadbutt Lane,53.49416,-2.469775,,,,,
2500IMG1380,Oak Tree,53.617281672,-2.673528925,E01024922,Chorley 013A,Chorley,within,
2800S13025C,Scholes Lane,53.43548,-2.75889,,,,,
0610CH733,St Peters Way,53.2195468,-2.830578,,,,,
0600CR635,Wheatley Road,53.108151,-2.427986,,,,,
1800WA43791,Falkirk Drive,53.574325,-2.381987,,,,,
1800EB01911,Swinton Grove,53.461371,-2.22254,,,,,
2800S27111B,Princes Avenue,53.32142,-2.97342,,,,,
2500LAA16342,Hamilton Road,53.839486032,-2.226425891,E01025174,Pendle 008A,Pendle,within,
1800NFH1971,Fairhills Road,53.44029,-2.414774,,,,,
2500LAA16067,Sandy Lane,53.650721524,-2.8252179,E01025513,West Lancashire 002D,West Lancashire,within,
2800S43149A,Jericho Close,53.37228,-2.93497,,,,,
2500IMG2562,Jubilee Street,53.806113836,-2.355893416,E01025340,Ribble Valley 005B,Ribble Valley,within,
090079364766,Castle Dale,54.32324564120132,-2.7293867713847257,,,,,
1800WK04591,Orrell Gardens,53.539795,-2.702567,,,,,
2500IMG2678,Beech Tree Close,53.829506539,-2.208200936,E01025188,Pendle 010A,Pendle,within,
2500LAA07212,Church,53.662518446,-2.311279867,E01025357,Rossendale 008A,Rossendale,within,
5120AWD71395,Pren Hill,53.167882933,-3.09552206,,,,,
1800ED48041,Manchester Road,53.534922,-2.132452,,,,,
090002512117,By Pass,54.84585985959803,-3.041046670920731,,,,,
2500DCL490,Worcester Place,53.634372705,-2.614306314,E01024939,Chorley 010C,Chorley,within,
2800S13064A,Clock Face Road,53.41848,-2.71245,,,,,
2580BTW0008,Skew Bridge,53.762209056,-2.472398861,E01012577,Blackburn with Darwen 003B,Blackburn with Darwen,within,
2500LAA16821,Fieldhouse Avenue,53.876382559,-2.99619839,E01025543,Wyre 011B,Wyre,within,
1800SG46341,Councillor Lane,53.39618,-2.203235,,,,,
068000000274,Wade Deacon,53.37562,-2.73361,,,,,
090079684276,West Mount,54.18075740701352,-3.0810190755974354,,,,,
0610VR0077,Runcorn Road,53.269635,-2.5473172,,,,,
25001453,Brownedge St Marys,53.731968561,-2.66217377,E01025399,South Ribble 008A,South Ribble,within,
1800WA07421,Patterson Street,53.56678,-2.464615,,,,,
250012764,Cromwell Road,53.740084388,-2.72663053,E01025409,South Ribble 003B,South Ribble,within,
1800EH05501,Oval Drive,53.47351,-2.091486,,,,,
2500LA00486,Storrs Hall,54.137314969,-2.651543901,E01025130,Lancaster 002A,Lancaster,within,
1800EH08161,East Road,53.50243,-2.028123,,,,,
1800WF21331,Shaving Lane,53.51497,-2.39415,,,,,
2800S60053A,Cobden Road,53.64461,-2.96813,,,,,
2800S61015A,Duke Street,53.64483,-3.01183,,,,,
1800EH38841,Cartwright Street,53.464552,-2.059352,,,,,
2800S44051A,Eaton Road North,53.43101,-2.91096,,,,,
2800S17063B,Derby Drive,53.49671,-2.77878,,,,,
1800ED48051,Worcester Street,53.53375,-2.136862,,,,,
1800EHH2221,Armadale Road,53.472191,-2.08348,,,,,
1800SB45591,Beckfield Road,53.3901,-2.285139,,,,,
1800EHH1251,Anson Road,53.450468,-2.146622,,,,,
1800SG13521,Fulmar Drive,53.391266,-2.106164,,,,,
2500GCS10073,Selkirk Drive,53.735745026,-2.669206602,E01025404,South Ribble 007A,South Ribble,within,
2800S40038B,Eldon Street,53.4178,-2.98999,,,,,
2800S47017B,Mitchell Crescent,53.47354,-2.99773,,,,,
090074293638,Post Office,54.807013747962046,-2.7707955698740143,,,,,
1800WK09391,Marl Grove,53.52719,-2.713039,,,,,
1800SJ18651,Urmston Mens Club,53.44823,-2.348526,,,,,
1800SJ15101,Skerton Road,53.454595,-2.276046,,,,,
0610CH1343,Oaklands,53.2088383,-2.8347879,,,,,
1800NE25641,Chaseley Road,53.62032,-2.168074,,,,,
1800SJ48561,Station Road,53.39217,-2.414219,,,,,
2800S25024A,Leasowe Station,53.4087,-3.09913,,,,,
0690WNA02953,Warrington Vale Royal College,53.407576866,-2.593342481,,,,,
1800WF39261,Swinton Shopping Centre,53.51271,-2.339706,,,,,
